transfer_id,transfer_fee,transfer_date,transfer_season,from_club_id,to_club_id,players.player_id,players.country_of_birth,players.position,players.sub_position,players.foot,players.height_in_cm,players.date_of_birth,players.age_at_transfer,players.total_appearances_count,players.season_2020_appearances_count
6782,1500000.0,2017-07-17,2017,708,3368,245014,Macedonia,Midfield,Attacking Midfield,Right,172,1995-07-02,22.04243668720055,0,0
6783,7000000.0,2017-07-17,2017,331,416,338425,Spain,Attack,Left Winger,Right,175,1995-07-04,22.036960985626283,31,0
6769,1000000.0,2017-07-18,2017,273,969,72857,Switzerland,Defender,Centre-Back,Right,186,1990-10-01,26.795345653661876,84,0
6770,6000000.0,2017-07-18,2017,1090,234,228444,Netherlands,Defender,Left-Back,Left,175,1993-06-12,24.098562628336754,118,0
6771,4900000.0,2017-07-18,2017,3938,4035,262861,Argentina,Attack,Right Winger,Right,169,1992-01-20,25.492128678986994,0,0
6772,25000.0,2017-07-18,2017,33593,6182,282422,Spain,Midfield,Central Midfield,Right,180,1995-04-13,22.26420260095825,0,0
6773,4800000.0,2017-07-18,2017,306,234,288253,Netherlands,Defender,Centre-Back,Right,186,1996-10-19,20.744695414099933,70,0
6774,7220000.0,2017-07-18,2017,6699,1148,324358,England,Attack,Centre-Forward,Right,180,1995-12-30,21.54962354551677,0,0
6775,750000.0,2017-07-18,2017,648,6767,339707,Spain,Attack,Second Striker,Right,178,1997-10-24,19.731690622861056,0,0
6776,3000000.0,2017-07-18,2017,12964,3,415642,Portugal,Defender,Centre-Back,Left,192,1998-04-22,19.238877481177276,0,0
6763,1000000.0,2017-07-19,2017,995,11282,18940,France,Goalkeeper,Goalkeeper,Right,191,1987-08-06,29.95208761122519,119,0
6764,2300000.0,2017-07-19,2017,289,1032,33781,Italy,Goalkeeper,Goalkeeper,Right,188,1988-03-02,29.37987679671458,86,0
6765,18400000.0,2017-07-19,2017,11,506,44058,Poland,Goalkeeper,Goalkeeper,Right,195,1990-04-18,27.252566735112936,188,0
6766,1750000.0,2017-07-19,2017,1041,932,59597,Poland,Defender,Left-Back,Left,174,1989-08-19,27.915126625598905,95,0
6767,11300000.0,2017-07-19,2017,1123,762,199527,England,Attack,Right Winger,Right,179,1995-02-24,22.39835728952772,2,0
6768,2000000.0,2017-07-19,2017,6182,1108,298197,Spain,Goalkeeper,Goalkeeper,Right,185,1996-08-11,20.93634496919918,0,0
6760,12000000.0,2017-07-20,2017,5,506,88682,Italy,Defender,Right-Back,Right,183,1992-10-20,24.747433264887064,128,0
6761,1400000.0,2017-07-20,2017,501,1237,257805,Norway,Midfield,Defensive Midfield,Right,179,1996-05-28,21.144421629021217,0,0
6762,7000000.0,2017-07-20,2017,2448,3,286779,Spain,Defender,Centre-Back,Right,182,1997-04-17,20.257357973990416,58,0
6750,42000000.0,2017-07-21,2017,506,5,39983,Italy,Defender,Centre-Back,Right,189,1987-05-01,30.223134839151268,238,0
6751,2500000.0,2017-07-21,2017,641,12321,59323,Uruguay,Attack,Centre-Forward,Right,184,1986-10-12,30.77344284736482,144,0
6752,9590000.0,2017-07-21,2017,1444,336,60410,Argentina,Defender,Left-Back,Left,172,1991-10-28,25.730321697467488,0,0
6753,66000000.0,2017-07-21,2017,418,631,128223,Spain,Attack,Centre-Forward,Right,189,1992-10-23,24.7419575633128,185,0
6754,3000000.0,2017-07-21,2017,533,897,135343,Switzerland,Defender,Centre-Back,Right,186,1991-12-20,25.585215605749486,32,0
6755,4500000.0,2017-07-21,2017,383,24,146258,Curacao,Defender,Left-Back,Left,177,1994-03-30,23.310061601642712,163,0
6756,5000000.0,2017-07-21,2017,13,762,162029,Spain,Defender,Right-Back,Right,178,1994-05-05,23.211498973305954,90,0
6757,9000000.0,2017-07-21,2017,3008,31,234803,Scotland,Defender,Left-Back,Left,178,1994-03-11,23.362080766598222,100,0
6758,3000000.0,2017-07-21,2017,12,159,245078,Yugoslavia (Republic),Attack,Left Winger,Both,185,1996-02-15,21.429158110882955,0,0
6759,225000.0,2017-07-21,2017,272,2722,261095,Finland,Defender,Centre-Back,Right,191,1994-06-05,23.12662559890486,4,0
6748,22300000.0,2017-07-22,2017,512,379,41384,Austria,Attack,Centre-Forward,Both,190,1989-04-19,28.257357973990416,161,0
6749,5600000.0,2017-07-22,2017,379,641,51321,Ireland,Goalkeeper,Goalkeeper,Right,187,1987-05-12,30.195756331279945,81,0
6747,30000000.0,2017-07-23,2017,418,281,145707,Brazil,Defender,Centre-Back,Right,184,1991-07-15,26.023271731690624,139,0
6741,57500000.0,2017-07-24,2017,162,281,157495,France,Defender,Left-Back,Left,185,1994-07-17,23.019849418206707,125,0
6742,2500000.0,2017-07-24,2017,475,3709,221150,Togo,Defender,Centre-Back,Right,178,1991-12-31,25.56331279945243,19,0
6743,9000000.0,2017-07-24,2017,610,873,241481,Netherlands,Midfield,Defensive Midfield,Left,182,1996-09-09,20.870636550308006,93,0
6744,80000.0,2017-07-24,2017,44223,3522,284595,Italy,Defender,Left-Back,Left,180,1994-08-30,22.899383983572896,0,0
6745,12000000.0,2017-07-24,2017,1084,1050,357885,Spain,Midfield,Attacking Midfield,Right,178,1996-02-22,21.418206707734427,63,0
6746,1250000.0,2017-07-24,2017,1059,1184,358250,Ghana,Defender,Centre-Back,Right,181,1995-09-29,21.817932922655714,0,0
6736,1500000.0,2017-07-25,2017,150,667,127142,France,Midfield,Defensive Midfield,Right,184,1990-04-09,27.293634496919918,125,0
6737,560000.0,2017-07-25,2017,988,350,156941,England,Midfield,Defensive Midfield,Right,181,1994-02-18,23.430527036276523,0,0
6738,7000000.0,2017-07-25,2017,405,430,164771,France,Midfield,Central Midfield,Right,177,1993-03-01,24.399726214921287,132,0
6739,650000.0,2017-07-25,2017,1058,3508,218233,Norway,Midfield,Defensive Midfield,Right,186,1993-05-18,24.186173853524984,4,0
6740,750000.0,2017-07-25,2017,468,306,321528,Netherlands,Defender,Right-Back,Right,188,1996-04-18,21.267624914442163,36,0
6732,560000.0,2017-07-26,2017,164,289,73564,England,Goalkeeper,Goalkeeper,Right,188,1990-08-18,26.937713894592743,0,0
6733,100000.0,2017-07-26,2017,506,903,190513,Lithuania,Midfield,Central Midfield,Right,190,1995-04-29,22.24229979466119,0,0
6734,1000000.0,2017-07-26,2017,365,1082,258267,Slovakia,Goalkeeper,Goalkeeper,Right,188,1997-01-02,20.56125941136208,0,0
6735,17000000.0,2017-07-26,2017,347,273,410225,Senegal,Attack,Right Winger,Right,185,1998-02-25,19.41409993155373,31,0
6730,2000000.0,2017-07-27,2017,40,995,139279,France,Defender,Centre-Back,Left,189,1987-09-19,29.853524982888434,90,0
6731,640000.0,2017-07-27,2017,1306,3938,216240,Uruguay,Defender,Left-Back,Left,173,1994-07-21,23.017111567419576,0,0
6727,1500000.0,2017-07-28,2017,40,1162,354352,France,Defender,Right-Back,Right,178,1994-12-24,22.5927446954141,65,0
6728,180000.0,2017-07-28,2017,4641,36,400489,Macedonia,Midfield,Attacking Midfield,Right,184,1999-09-24,17.842573579739906,0,0
6729,395000.0,2017-07-28,2017,10632,18074,480267,Uruguay,Defender,Centre-Back,Right,192,1999-03-07,18.392881587953458,0,0
6725,3000000.0,2017-07-29,2017,58,410,104597,Netherlands,Defender,Centre-Back,Left,191,1990-05-04,27.236139630390145,111,0
6726,4000000.0,2017-07-29,2017,458,6574,242940,Italy,Defender,Centre-Back,Right,193,1993-11-02,23.737166324435318,47,0
6719,12500000.0,2017-07-31,2017,36,368,48859,Denmark,Defender,Centre-Back,Right,191,1989-03-26,28.347707049965777,177,0
6720,44700000.0,2017-07-31,2017,631,985,74683,Jugoslawien (SFR),Midfield,Defensive Midfield,Left,194,1988-08-01,28.996577686516083,203,0
6721,6500000.0,2017-07-31,2017,1010,234,129554,Netherlands,Attack,Right Winger,Left,182,1991-12-19,25.61533196440794,135,0
6722,100000.0,2017-07-31,2017,239,132,139304,Estonia,Defender,Centre-Back,Left,191,1993-05-16,24.20807665982204,0,0
6723,1000000.0,2017-07-31,2017,1161,157,450417,France,Defender,Centre-Back,Right,185,1995-06-19,22.116358658453116,0,0
6724,500000.0,2017-07-31,2017,1385,8505,451154,Italy,Goalkeeper,Goalkeeper,Right,192,2001-07-14,16.046543463381244,0,0
6714,20500000.0,2017-08-01,2017,800,46,197471,Italy,Midfield,Central Midfield,Right,188,1994-04-07,23.318275154004105,38,0
6715,250000.0,2017-08-01,2017,2118,458,255461,Poland,Defender,Centre-Back,Right,185,1994-06-24,23.104722792607802,0,0
6716,5500000.0,2017-08-01,2017,2293,410,263267,Bosnia-Herzegovina,Attack,Centre-Forward,Left,189,1994-05-06,23.238877481177276,76,0
6717,600000.0,2017-08-01,2017,206,11997,283193,Denmark,Midfield,Attacking Midfield,Left,171,1997-08-07,19.983572895277206,8,0
6718,5000000.0,2017-08-01,2017,749,618,287635,Senegal,Midfield,Defensive Midfield,Left,175,1997-09-20,19.863107460643395,51,0
6710,100000.0,2017-08-02,2017,8024,7179,139393,Portugal,Attack,Centre-Forward,Right,186,1992-10-23,24.774811772758383,109,0
6711,24000000.0,2017-08-02,2017,430,46,143812,Uruguay,Midfield,Central Midfield,Right,187,1991-08-24,25.94113620807666,132,0
6712,300000.0,2017-08-02,2017,5,4083,291400,Italy,Midfield,Central Midfield,Right,174,1997-08-11,19.975359342915812,0,0
6713,900000.0,2017-08-02,2017,353,496,333383,Nigeria,Midfield,Defensive Midfield,Right,178,1996-01-20,21.533196440793976,0,0
6707,1700000.0,2017-08-03,2017,2288,1032,189070,The Gambia,Attack,Left Winger,Left,176,1992-10-13,24.804928131416837,54,0
6708,7500000.0,2017-08-03,2017,2944,141,211325,Senegal,Midfield,Central Midfield,Right,180,1990-10-27,26.767967145790553,73,0
6709,3000000.0,2017-08-03,2017,468,41,354340,Netherlands,Defender,Centre-Back,Left,188,1998-12-20,18.62012320328542,34,0
6703,2500000.0,2017-08-04,2017,1049,114,18644,Spain,Attack,Centre-Forward,Left,186,1985-08-20,31.956194387405887,199,0
6704,6000000.0,2017-08-04,2017,281,141,51174,Brazil,Midfield,Defensive Midfield,Right,183,1987-07-25,30.028747433264886,172,0
6705,1600000.0,2017-08-04,2017,347,3368,129679,Cote d'Ivoire,Midfield,Defensive Midfield,Right,180,1992-09-11,24.895277207392198,68,0
6706,420000.0,2017-08-04,2017,3522,21331,255838,Italy,Midfield,Right Midfield,Both,178,1995-02-09,22.483230663928815,0,0
6697,13000000.0,2017-08-07,2017,383,1237,79027,Netherlands,Midfield,Central Midfield,Right,185,1991-09-02,25.930184804928132,180,0
6698,10000000.0,2017-08-07,2017,162,417,272642,France,Attack,Left Winger,Right,173,1997-03-12,20.40520191649555,68,0
6699,390000.0,2017-08-07,2017,1071,352,277135,England,Attack,Left Winger,Right,182,1995-01-11,22.570841889117045,0,0
6700,3500000.0,2017-08-07,2017,13,209,323831,Colombia,Attack,Centre-Forward,Right,174,1995-09-15,21.894592744695416,30,0
6701,3000000.0,2017-08-07,2017,1011,379,349300,Sweden,Attack,Left Winger,Right,174,1999-05-04,18.261464750171115,0,0
6702,400000.0,2017-08-07,2017,49939,4102,354814,Angola,Attack,Centre-Forward,Left,185,1996-08-18,20.969199178644764,2,0
6692,17250000.0,2017-08-08,2017,506,180,170934,Gabon,Midfield,Defensive Midfield,Right,184,1993-09-01,23.93429158110883,101,0
6693,150000.0,2017-08-08,2017,605,265,187798,Greece,Goalkeeper,Goalkeeper,Right,189,1993-02-03,24.50924024640657,67,0
6694,2000000.0,2017-08-08,2017,2844,698,251813,Sweden,Midfield,Right Midfield,Left,178,1995-12-07,21.67008898015058,0,0
6695,1000000.0,2017-08-08,2017,40,18074,290249,Uruguay,Midfield,Central Midfield,Right,175,1995-09-30,21.856262833675565,10,0
6696,12400000.0,2017-08-08,2017,2462,1010,378710,Brazil,Attack,Centre-Forward,Right,184,1997-05-10,20.246406570841888,0,0
6688,20400000.0,2017-08-09,2017,1132,1010,120565,England,Attack,Centre-Forward,Right,178,1991-06-26,26.12183436002738,35,0
6689,3500000.0,2017-08-09,2017,417,430,126687,France,Midfield,Attacking Midfield,Right,181,1992-03-25,25.374401095140314,163,0
6690,1000000.0,2017-08-09,2017,2282,496,252689,Sweden,Attack,Centre-Forward,Left,187,1996-04-14,21.319644079397673,42,0
6691,1000000.0,2017-08-09,2017,3654,3725,253734,Brazil,Midfield,Central Midfield,Right,172,1994-12-01,22.688569472963724,0,0
6683,450000.0,2017-08-10,2017,466,370,111432,Scotland,Attack,Centre-Forward,Right,178,1992-11-03,24.76659822039699,56,0
6684,7700000.0,2017-08-10,2017,720,512,112052,Portugal,Defender,Centre-Back,Left,185,1992-02-08,25.503080082135522,136,0
6685,16700000.0,2017-08-10,2017,641,800,133179,Netherlands,Midfield,Defensive Midfield,Right,185,1991-03-29,26.368240930869266,169,0
6686,2500000.0,2017-08-10,2017,16704,714,148666,Brazil,Defender,Centre-Back,Right,188,1988-08-25,28.958247775496236,103,0
6687,3000000.0,2017-08-10,2017,13,3709,339820,Senegal,Attack,Right Winger,Right,173,1996-07-16,21.06776180698152,0,0
6681,317000.0,2017-08-11,2017,819,1096,275956,France,Defender,Centre-Back,Right,197,1995-02-18,22.477754962354553,0,0
6682,100000.0,2017-08-11,2017,45935,6541,404358,Macedonia,Attack,Left Winger,Right,180,1999-08-14,17.99315537303217,0,0
6680,1500000.0,2017-08-13,2017,405,1032,126014,Netherlands,Defender,Right-Back,Right,180,1991-08-21,25.97946611909651,130,0
6678,4250000.0,2017-08-14,2017,379,141,57162,France,Midfield,Defensive Midfield,Right,177,1989-12-26,27.633127994524298,172,0
6679,850000.0,2017-08-14,2017,866,3709,376514,Uruguay,Defender,Left-Back,Left,185,1997-10-31,19.786447638603697,0,0
6677,5500000.0,2017-08-15,2017,1003,22,229970,Wales,Midfield,Attacking Midfield,Right,175,1994-01-13,23.586584531143053,11,0
6670,400000.0,2017-08-16,2017,499,383,79294,Netherlands,Goalkeeper,Goalkeeper,Right,190,1989-02-06,28.522929500342233,128,0
6671,5500000.0,2017-08-16,2017,512,762,81999,Germany,Attack,Centre-Forward,Right,191,1990-03-27,27.38945927446954,138,0
6672,49400000.0,2017-08-16,2017,2288,29,90466,Iceland,Midfield,Attacking Midfield,Right,186,1989-09-08,27.93702943189596,187,0
6673,2000000.0,2017-08-16,2017,338,157,221958,Ukraine,Attack,Centre-Forward,Right,191,1995-11-27,21.71937029431896,28,0
6674,17000000.0,2017-08-16,2017,252,430,282388,Argentina,Attack,Centre-Forward,Right,180,1995-07-05,22.116358658453116,37,0
6675,20000.0,2017-08-16,2017,11976,1434,282734,Portugal,Attack,Centre-Forward,Right,188,1995-06-20,22.157426420260094,0,0
6676,2900000.0,2017-08-16,2017,979,3368,332612,Ghana,Attack,Centre-Forward,Right,175,1996-05-23,21.232032854209447,91,0
6666,50000.0,2017-08-17,2017,23611,2696,120262,UdSSR,Defender,Centre-Back,Left,189,1990-01-27,27.55373032169747,73,0
6667,1300000.0,2017-08-17,2017,189,265,193768,Argentina,Attack,Centre-Forward,Left,184,1991-03-21,26.409308692676248,0,0
6668,25000.0,2017-08-17,2017,2300,2118,259881,Poland,Midfield,Defensive Midfield,Right,185,1995-06-16,22.171115674195757,0,0
6669,20000.0,2017-08-17,2017,12448,22140,315289,Albania,Attack,Left Winger,Right,178,1995-05-31,22.21492128678987,0,0
6664,3000000.0,2017-08-18,2017,20519,749,84765,Italy,Attack,Centre-Forward,Right,181,1987-08-06,30.034223134839152,0,0
6665,11000000.0,2017-08-18,2017,11,1049,149498,Brazil,Defender,Centre-Back,Right,185,1990-11-26,26.72689938398357,111,0
6663,600000.0,2017-08-19,2017,122,409,346853,Austria,Midfield,Attacking Midfield,Right,168,2000-01-27,17.560574948665298,0,0
6658,16400000.0,2017-08-21,2017,399,1132,108725,New Zealand,Attack,Centre-Forward,Right,191,1991-12-07,25.7056810403833,8,0
6659,4000000.0,2017-08-21,2017,306,234,159668,Sweden,Midfield,Attacking Midfield,Right,180,1993-04-10,24.36413415468857,98,0
6660,3000000.0,2017-08-21,2017,29831,301,340982,Romania,Attack,Left Winger,Right,182,1998-04-10,19.364818617385353,0,0
6661,1000000.0,2017-08-21,2017,9249,749,351816,France,Midfield,Defensive Midfield,Left,175,1997-12-01,19.720739219712527,0,0
6662,75000.0,2017-08-21,2017,3776,122,498517,Nigeria,Attack,Centre-Forward,Right,187,1996-09-26,20.90075290896646,0,0
6656,2500000.0,2017-08-22,2017,1465,3057,226155,Brazil,Midfield,Attacking Midfield,Right,179,1994-06-22,23.16769336071184,15,0
6657,3500000.0,2017-08-22,2017,2,60,328784,Germany,Defender,Centre-Back,Right,192,1996-07-17,21.097878165639973,1,0
6652,3300000.0,2017-08-23,2017,2288,3008,184398,Scotland,Defender,Left-Back,Left,178,1994-07-23,23.085557837097877,19,0
6653,2500000.0,2017-08-23,2017,861,189,315063,Uruguay,Midfield,Central Midfield,Right,172,1995-12-28,21.65366187542779,0,0
6654,1500000.0,2017-08-23,2017,4,1110,340394,Morocco,Midfield,Attacking Midfield,Right,186,1996-11-28,20.733744010951405,0,0
6655,42000000.0,2017-08-23,2017,610,148,341429,Colombia,Defender,Centre-Back,Right,187,1996-06-12,21.196440793976727,47,0
6649,500000.0,2017-08-24,2017,14,410,69646,Denmark,Defender,Right-Back,Right,182,1991-02-21,26.50513347022587,75,0
6650,3300000.0,2017-08-24,2017,9249,3008,193593,Spain,Midfield,Attacking Midfield,Left,184,1995-02-05,22.548939082819988,22,0
6651,7500000.0,2017-08-24,2017,170,610,263361,Austria,Defender,Centre-Back,Left,188,1998-02-04,19.550992470910334,0,0
6644,2000000.0,2017-08-25,2017,16795,1010,170472,France,Defender,Right-Back,Right,183,1993-03-23,24.424366872005475,115,0
6645,1750000.0,2017-08-25,2017,317,1038,260827,Denmark,Defender,Centre-Back,Right,192,1996-05-31,21.234770704996578,50,0
6646,135000000.0,2017-08-25,2017,16,131,288230,France,Attack,Right Winger,Both,178,1997-05-15,20.279260780287473,76,0
6647,15200000.0,2017-08-25,2017,23826,984,341317,Scotland,Attack,Centre-Forward,Right,188,1997-04-07,20.383299110198493,26,0
6648,3400000.0,2017-08-25,2017,366,2464,364603,Spain,Attack,Left Winger,Right,173,1995-04-15,22.362765229295004,0,0
6641,2200000.0,2017-08-26,2017,195,1090,136180,Norway,Midfield,Central Midfield,Right,176,1993-08-11,24.041067761806982,6,0
6642,1400000.0,2017-08-26,2017,1443,190,239962,Slovakia,Defender,Centre-Back,Right,189,1996-04-10,21.377138945927445,2,0
6643,2500000.0,2017-08-26,2017,3551,452,266768,Cameroon,Attack,Left Winger,Right,181,1994-07-09,23.132101300479125,0,0
6638,25000000.0,2017-08-28,2017,338,16,69015,UdSSR,Attack,Right Winger,Left,189,1989-10-23,27.8466803559206,202,0
6639,3000000.0,2017-08-28,2017,197,273,146714,CSSR,Goalkeeper,Goalkeeper,Right,197,1992-08-26,25.00479123887748,0,0
6640,2500000.0,2017-08-28,2017,58,294,338670,Belgium,Goalkeeper,Goalkeeper,Right,189,1999-08-27,18.0041067761807,0,0
6633,10500000.0,2017-08-29,2017,46,162,46104,Jugoslawien (SFR),Attack,Centre-Forward,Right,183,1989-11-02,27.822039698836413,131,0
6634,3800000.0,2017-08-29,2017,543,3008,173750,France,Attack,Centre-Forward,Right,173,1992-05-14,25.29226557152635,3,0
6635,30000000.0,2017-08-29,2017,398,162,238752,Spain,Attack,Left Winger,Both,178,1995-03-08,22.477754962354553,137,0
6636,13000000.0,2017-08-29,2017,16,940,283223,Denmark,Attack,Right Winger,Left,169,1997-07-24,20.098562628336754,32,0
6637,2000000.0,2017-08-29,2017,37169,2784,332798,Hungary,Attack,Right Winger,Right,183,1997-05-22,20.27104722792608,22,0
6624,9800000.0,2017-08-30,2017,6195,1390,64793,Italy,Attack,Centre-Forward,Right,188,1988-11-26,28.758384668035593,73,0
6625,400000.0,2017-08-30,2017,25,79,76158,Germany,Goalkeeper,Goalkeeper,Right,195,1991-04-13,26.38193018480493,1,0
6626,7000000.0,2017-08-30,2017,533,16,129674,Germany,Defender,Right-Back,Right,182,1994-08-08,23.06091718001369,63,0
6627,250000.0,2017-08-30,2017,81,589,157113,Germany,Midfield,Right Midfield,Right,185,1994-05-30,23.252566735112936,1,0
6628,600000.0,2017-08-30,2017,18950,749,169880,Italy,Defender,Right-Back,Right,183,1993-08-04,24.071184120465436,0,0
6629,2150000.0,2017-08-30,2017,2963,3008,192557,Australia,Midfield,Central Midfield,Right,189,1993-03-07,24.48186173853525,98,0
6630,325000.0,2017-08-30,2017,1030,37535,266809,Argentina,Defender,Centre-Back,Left,187,1994-02-18,23.529089664613277,0,0
6631,500000.0,2017-08-30,2017,1103,862,277384,Slovakia,Defender,Centre-Back,Right,187,1995-12-11,21.71937029431896,0,0
6632,10500000.0,2017-08-30,2017,288,148,480763,Argentina,Defender,Right-Back,Right,187,1998-01-12,19.630390143737166,0,0
6601,1000000.0,2017-08-31,2017,82,1091,35247,Portugal,Defender,Right-Back,Right,172,1986-01-24,31.600273785078713,152,0
6602,28200000.0,2017-08-31,2017,31,873,47713,France,Defender,Centre-Back,Left,187,1990-02-13,27.54551676933607,111,0
6603,20000000.0,2017-08-31,2017,15,23826,53418,Germany,Midfield,Central Midfield,Right,178,1990-10-09,26.89390828199863,101,0
6604,20500000.0,2017-08-31,2017,336,1003,56810,France,Midfield,Central Midfield,Right,175,1989-03-15,28.462696783025326,171,0
6605,25000000.0,2017-08-31,2017,583,148,127032,Cote d'Ivoire,Defender,Right-Back,Right,176,1992-12-24,24.684462696783026,131,0
6606,2200000.0,2017-08-31,2017,2420,58,139341,Portugal,Defender,Centre-Back,Right,187,1992-06-17,25.204654346338124,104,0
6607,38000000.0,2017-08-31,2017,11,31,143424,England,Midfield,Central Midfield,Right,180,1993-08-15,24.043805612594113,164,0
6608,300000.0,2017-08-31,2017,6621,669,144304,Bosnia-Herzegovina,Attack,Centre-Forward,Both,180,1994-06-09,23.227926078028748,0,0
6609,3250000.0,2017-08-31,2017,1148,337,156618,France,Defender,Right-Back,Right,180,1991-11-15,25.793292265571527,35,0
6610,25000000.0,2017-08-31,2017,416,631,173859,Italy,Midfield,Right Midfield,Right,182,1992-06-11,25.22108145106092,88,0
6611,4500000.0,2017-08-31,2017,2282,683,193469,Belgium,Defender,Centre-Back,Right,195,1994-09-15,22.9596167008898,67,0
6612,19000000.0,2017-08-31,2017,209,15,193782,Argentina,Attack,Centre-Forward,Right,185,1992-10-08,24.895277207392198,0,0
6613,500000.0,2017-08-31,2017,8817,10789,226085,Croatia,Attack,Right Winger,Left,180,1996-03-12,21.470225872689937,8,0
6614,4500000.0,2017-08-31,2017,38,42,237164,Togo,Attack,Centre-Forward,Right,185,1994-04-23,23.356605065023956,1,0
6615,400000.0,2017-08-31,2017,902,3325,258475,Yugoslavia (Republic),Defender,Centre-Back,Right,189,1995-12-19,21.700205338809035,0,0
6616,10800000.0,2017-08-31,2017,447,29,293200,Croatia,Midfield,Attacking Midfield,Right,179,1997-10-04,19.906913073237508,6,0
6617,31100000.0,2017-08-31,2017,800,46,315853,Italy,Defender,Centre-Back,Left,190,1999-04-13,18.38466803559206,4,0
6618,183000.0,2017-08-31,2017,32832,77,316296,Russia,Attack,Centre-Forward,Right,190,1995-11-04,21.82340862422998,0,0
6619,3500000.0,2017-08-31,2017,19,417,323379,Senegal,Defender,Centre-Back,Left,185,1995-12-08,21.730321697467488,2,0
6620,17500000.0,2017-08-31,2017,683,15,324351,South Africa,Defender,Centre-Back,Right,186,1998-08-09,19.06091718001369,40,0
6621,600000.0,2017-08-31,2017,9249,9715,326029,Netherlands,Attack,Right Winger,Right,176,1999-01-19,18.614647501711158,0,0
6622,4300000.0,2017-08-31,2017,9262,9261,353147,England,Midfield,Central Midfield,Right,180,1999-01-02,18.661190965092402,0,0
6623,20590000.0,2017-08-31,2017,6930,16,401173,England,Attack,Left Winger,Right,180,2000-03-25,17.43463381245722,0,0
6599,700000.0,2017-09-04,2017,2761,327,215592,Macedonia,Midfield,Attacking Midfield,Left,178,1994-02-18,23.54277891854894,7,0
6600,1500000.0,2017-09-04,2017,11107,327,215649,Bosnia-Herzegovina,Attack,Centre-Forward,Left,188,1995-05-16,22.305270362765228,0,0
6598,1000000.0,2017-09-08,2017,449,20,191391,Türkiye,Attack,Left Winger,Left,171,1992-08-07,25.086926762491444,119,0
6597,1390000.0,2017-10-02,2017,257,26,195906,Switzerland,Attack,Centre-Forward,Right,181,1997-02-26,20.5968514715948,4,0
6596,500000.0,2017-12-07,2017,11000,1084,70245,Spain,Defender,Centre-Back,Left,189,1992-09-28,25.190965092402465,3,0
6583,1500000.0,2018-01-01,2017,40426,964,70114,UdSSR,Attack,Centre-Forward,Right,191,1991-06-13,26.55441478439425,19,0
6584,510000.0,2018-01-01,2017,987,466,125561,England,Attack,Centre-Forward,Right,183,1992-05-14,25.634496919917865,87,0
6585,84650000.0,2018-01-01,2017,180,31,139208,Netherlands,Defender,Centre-Back,Right,195,1991-07-08,26.48596851471595,220,0
6586,1500000.0,2018-01-01,2017,419,8590,189740,Chile,Attack,Centre-Forward,Right,175,1994-04-13,23.720739219712527,8,0
6587,2000000.0,2018-01-01,2017,254,60,248999,Germany,Attack,Centre-Forward,Right,184,1994-07-10,23.479808350444902,1,0
6588,1000000.0,2018-01-01,2017,1092,1237,325443,Sweden,Attack,Centre-Forward,Right,189,1998-06-04,19.578370978781656,0,0
6589,150000.0,2018-01-01,2017,11194,2990,334557,Portugal,Midfield,Attacking Midfield,Right,175,1995-07-19,22.455852156057496,0,0
6590,46000.0,2018-01-01,2017,22994,22220,344299,Kazakhstan,Defender,Left-Back,Left,183,1998-04-02,19.750855578370977,0,0
6591,233000.0,2018-01-01,2017,11698,623,354482,Panama,Defender,Right-Back,Right,184,1996-02-11,21.88911704312115,0,0
6592,765000.0,2018-01-01,2017,531,2350,373714,Venezuela,Goalkeeper,Goalkeeper,Right,180,1998-02-15,19.876796714579054,0,0
6593,2000000.0,2018-01-01,2017,385,610,418543,Netherlands,Defender,Centre-Back,Right,191,1999-11-26,18.099931553730322,0,0
6594,366000.0,2018-01-01,2017,3691,2696,464259,Russia,Attack,Centre-Forward,Right,195,1997-03-07,20.82135523613963,13,0
6595,390000.0,2018-01-01,2017,10492,6600,484599,Brazil,Defender,Centre-Back,Right,187,1994-01-11,23.972621492128678,0,0
6580,600000.0,2018-01-02,2017,169,683,77547,Iran,Defender,Left-Back,Left,178,1990-02-25,27.852156057494867,20,0
6581,500000.0,2018-01-02,2017,467,2844,308552,Netherlands,Attack,Right Winger,Left,175,1997-06-20,20.536618754277892,8,0
6582,150000.0,2018-01-02,2017,12181,366,538810,Spain,Attack,Centre-Forward,Right,190,1997-01-18,20.955509924709105,0,0
6573,1000000.0,2018-01-03,2017,157,3508,57534,France,Defender,Centre-Back,Right,183,1988-12-08,29.07049965776865,108,0
6574,5750000.0,2018-01-03,2017,12,6195,87884,Portugal,Defender,Left-Back,Left,168,1991-05-27,26.60643394934976,93,0
6575,500000.0,2018-01-03,2017,26,540,179860,Slovenia,Attack,Centre-Forward,Right,186,1994-02-27,23.849418206707735,0,0
6576,300000.0,2018-01-03,2017,173,23,289683,Denmark,Defender,Centre-Back,Right,198,1993-02-22,24.862422997946613,45,0
6577,167000.0,2018-01-03,2017,2419,861,339699,Uruguay,Defender,Right-Back,Right,173,1994-09-20,23.288158795345655,0,0
6578,2000000.0,2018-01-03,2017,6182,543,361254,Spain,Attack,Centre-Forward,Right,191,1997-06-18,20.54483230663929,8,0
6579,2650000.0,2018-01-03,2017,10217,2282,490426,Senegal,Attack,Right Winger,Right,175,1999-02-25,18.855578370978783,0,0
